Source,Target,Weight,Type
S h i v a (Visnu),Dabomb87,1,Directed
Ericorbit,Dabomb87,1,Directed
Shirik,Dabomb87,1,Directed
GrahamColm,Dabomb87,1,Directed
Doc Quintana,Dabomb87,1,Directed
Killervogel5,Dabomb87,1,Directed
Mister sparky,Dabomb87,1,Directed
Arteyu,Dabomb87,1,Directed
Pink Bull,Dabomb87,1,Directed
Hi878,Dabomb87,1,Directed
Ryan Norton,Dabomb87,1,Directed
DeltaQuad,Dabomb87,1,Directed
Risker,Dabomb87,1,Directed
Kindzmarauli,Dabomb87,1,Directed
Ged UK,Dabomb87,1,Directed
Swarm,Dabomb87,1,Directed
Reyk,Dabomb87,1,Directed
Goodmorningworld,Dabomb87,1,Directed
Patar knight,Dabomb87,1,Directed
Guettarda,Dabomb87,1,Directed
Cirt,Dabomb87,1,Directed
Kirill Lokshin,Dabomb87,1,Directed
Timotheus Canens,Dabomb87,1,Directed
Argyle 4 Life,Dabomb87,1,Directed
Inka 888,Dabomb87,1,Directed
Fox,Dabomb87,1,Directed
CycloneGU,Dabomb87,1,Directed
Jayjg,Dabomb87,1,Directed
Tony1,Dabomb87,1,Directed
Kilbad,Dabomb87,1,Directed
Ruhrfisch,Dabomb87,1,Directed
K. Annoyomous,Dabomb87,1,Directed
Lankiveil,Dabomb87,1,Directed
AlexandrDmitri,Dabomb87,1,Directed
Sandman888,Dabomb87,1,Directed
Townlake,Dabomb87,1,Directed
Anthony Bradbury,Dabomb87,1,Directed
Banana04131,Dabomb87,1,Directed
RP459,Dabomb87,1,Directed
Endofskull,Dabomb87,1,Directed
Explicit,Dabomb87,1,Directed
Ret.Prof,Dabomb87,1,Directed
Ling.Nut,Dabomb87,1,Directed
Xcalizorz,Dabomb87,1,Directed
Woody,Dabomb87,1,Directed
Rlendog,Dabomb87,1,Directed
RegentsPark,Dana boomer,1,Directed
AlexiusHoratius,Dana boomer,1,Directed
Access Denied,Dana boomer,1,Directed
Courcelles,Dana boomer,1,Directed
Minimac,Dana boomer,1,Directed
Bearian,Dana boomer,1,Directed
Roux,Dana boomer,1,Directed
Ealdgyth,Dana boomer,1,Directed
elcobbola,Dana boomer,1,Directed
Malleus Fatuorum,Dana boomer,1,Directed
Airplaneman,Dana boomer,1,Directed
Jack Merridew,Dana boomer,1,Directed
Fetchcomms,Dana boomer,1,Directed
Hi878,Dana boomer,1,Directed
Bencherlite,Dana boomer,1,Directed
Ceoil,Dana boomer,1,Directed
Josette,Dana boomer,1,Directed
Fainites,Dana boomer,1,Directed
Nikkimaria,Dana boomer,1,Directed
Inka 888,Dana boomer,1,Directed
Secret,Dana boomer,1,Directed
Mkativerata,Dana boomer,1,Directed
FD,Dana boomer,1,Directed
Nolelover,Dana boomer,1,Directed
Johnbod,Dana boomer,1,Directed
Diego Grez,Dana boomer,1,Directed
Dlohcierekim,Dana boomer,1,Directed
HJ Mitchell,Dana boomer,1,Directed
Hamiltonstone,Dana boomer,1,Directed
Bwrs,Dana boomer,1,Directed
Dabomb87,Dana boomer,1,Directed
Montanabw,Dana boomer,1,Directed
LessHeard vanU,Dana boomer,1,Directed
NSD,Dana boomer,1,Directed
Doc Quintana,Dana boomer,1,Directed
UpstateNYer,Dana boomer,1,Directed
Tommy2010,Dana boomer,1,Directed
MC10,Dana boomer,1,Directed
MurfleMan,Dana boomer,1,Directed
Tony1,Dana boomer,1,Directed
Hokeman,Dana boomer,1,Directed
RexxS,Dana boomer,1,Directed
Aaroncrick,Dana boomer,1,Directed
GamerPro64,Dana boomer,1,Directed
Boing! said Zebedee,Dana boomer,1,Directed
Sonia,Dana boomer,1,Directed
Fastily,Dana boomer,1,Directed
wiooiw,Dana boomer,1,Directed
Bobrayner,Dana boomer,1,Directed
Lar,Dana boomer,1,Directed
Cornucopia,Dana boomer,1,Directed
Ling.Nut,Dana boomer,1,Directed
Truthkeeper88,Dana boomer,1,Directed
Graeme Bartlett,Dana boomer,1,Directed
SandyGeorgia,Dana boomer,1,Directed
Ceranthor,Dana boomer,1,Directed
Ktr101,Dana boomer,1,Directed
Modernist,Dana boomer,1,Directed
Sulmues,Dana boomer,1,Directed
Atama,Dana boomer,1,Directed
Iridescent,Dana boomer,1,Directed
FeydHuxtable,Dana boomer,1,Directed
Nev1,Dana boomer,1,Directed
Bastique,Dana boomer,1,Directed
Patar knight,Dana boomer,1,Directed
Plastikspork,Dana boomer,1,Directed
Kudpung,Dana boomer,1,Directed
White Shadows,Dana boomer,1,Directed
Wizardman,Dana boomer,1,Directed
Wotnow,Dana boomer,1,Directed
Rje,Dana boomer,1,Directed
Casliber,Dana boomer,1,Directed
Tyrol5,Dana boomer,1,Directed
Euryalus,Dana boomer,1,Directed
YellowMonkey,Dana boomer,1,Directed
Stephen,Dana boomer,1,Directed
Tide rolls,Dana boomer,1,Directed
MBK004,Dana boomer,1,Directed
Exploding Boy,Dana boomer,1,Directed
SilkTork,Dana boomer,1,Directed
GyroMagician,Dana boomer,1,Directed
Ucucha,Dana boomer,1,Directed
Timothymarskell,Dana boomer,1,Directed
SlimVirgin,Dana boomer,1,Directed
Tony Fox,Dana boomer,1,Directed
Ret.Prof,Dana boomer,1,Directed
Jayjg,Dana boomer,1,Directed
Iridia,Dana boomer,1,Directed
Grondemar,Dana boomer,1,Directed
King of Hearts,Dana boomer,1,Directed
Begoon,Dana boomer,1,Directed
WFCforLife,Dana boomer,1,Directed
Dr. Blofeld,Dana boomer,1,Directed
Timotheus Canens,Dana boomer,1,Directed
Minor4th,Dana boomer,1,Directed
Eraserhead1,Dana boomer,1,Directed
RP459,Dana boomer,1,Directed
Moni3,Dana boomer,1,Directed
Drmies,Dana boomer,1,Directed
NuclearWarfare,Dana boomer,1,Directed
Neutralhomer,Dana boomer,1,Directed
Sandahl,Dana boomer,1,Directed
Newyorkbrad,Dana boomer,1,Directed
Majoreditor,Dana boomer,1,Directed
Steven Walling,Dana boomer,1,Directed
Shimgray,Dana boomer,1,Directed
Kirill Lokshin,Dana boomer,1,Directed
Novickas,Dana boomer,1,Directed
Roger Davies,Dana boomer,1,Directed
Karanacs,Dana boomer,1,Directed
Jusdafax,Dana boomer,1,Directed
Jmlk17,Dana boomer,1,Directed
Dreadstar,Dana boomer,1,Directed
Wehwalt,Dana boomer,1,Directed
OlEnglish,Dana boomer,1,Directed
Pharaoh of the Wizards,Dana boomer,1,Directed
BigDom,Dana boomer,1,Directed
EyeSerene,Dana boomer,1,Directed
ErikHaugen,Dana boomer,1,Directed
Joe Decker,Dana boomer,1,Directed
Access Denied,Diannaa,1,Directed
intelati,Diannaa,1,Directed
Hi878,Diannaa,1,Directed
Ktr101,Diannaa,1,Directed
Courcelles,Diannaa,1,Directed
Mono,Diannaa,1,Directed
VictorianMutant,Diannaa,1,Directed
Mlpearc,Diannaa,1,Directed
Nakon,Diannaa,1,Directed
Stephen,Diannaa,1,Directed
シ,Diannaa,1,Directed
Bejinhan,Diannaa,1,Directed
Minimac,Diannaa,1,Directed
Boing! said Zebedee,Diannaa,1,Directed
Fridae'sDoom,Diannaa,1,Directed
White Shadows,Diannaa,1,Directed
Derild4921,Diannaa,1,Directed
The Utahraptor,Diannaa,1,Directed
Paulmnguyen,Diannaa,1,Directed
Ponyo,Diannaa,1,Directed
Hokeman,Diannaa,1,Directed
DARTH SIDIOUS 2,Diannaa,1,Directed
Fastily,Diannaa,1,Directed
Tyrol5,Diannaa,1,Directed
Wayne Olajuwon,Diannaa,1,Directed
Dwayne,Diannaa,1,Directed
Inka 888,Diannaa,1,Directed
IGeMiNix,Diannaa,1,Directed
Fetchcomms,Diannaa,1,Directed
Secret,Diannaa,1,Directed
Ajraddatz,Diannaa,1,Directed
Dank,Diannaa,1,Directed
Smiley4541,Diannaa,1,Directed
Airplaneman,Diannaa,1,Directed
Alpha Quadrant,Diannaa,1,Directed
NSD,Diannaa,1,Directed
Theo10011,Diannaa,1,Directed
Timotheus Canens,Diannaa,1,Directed
Pharaoh of the Wizards,Diannaa,1,Directed
Basket of Puppies,Diannaa,1,Directed
MC10,Diannaa,1,Directed
Newyorkbrad,Diannaa,1,Directed
Ohconfucius,Diannaa,1,Directed
OlEnglish,Diannaa,1,Directed
Mikhailov Kusserow,Diannaa,1,Directed
Keepscases,Diannaa,1,Directed
Wehwalt,Diannaa,1,Directed
Matty the Damned,Diannaa,1,Directed
Brambleclawx,Diannaa,1,Directed
AniMate,Diannaa,1,Directed
Mkativerata,Diannaa,1,Directed
Sven Manguard,Diannaa,1,Directed
Nolelover,Diannaa,1,Directed
Jebus989,Diannaa,1,Directed
Download,Diannaa,1,Directed
Diego Grez,Diannaa,1,Directed
Hoo man,Diannaa,1,Directed
Ronhjones,Diannaa,1,Directed
LessHeard vanU,Diannaa,1,Directed
Garion96,Diannaa,1,Directed
WeijiBaikeBianji,Diannaa,1,Directed
Jeffwang16,Diannaa,1,Directed
The ed17,Diannaa,1,Directed
Ocean Shores,Diannaa,1,Directed
Joe Decker,Diannaa,1,Directed
wiooiw,Diannaa,1,Directed
Steven Walling,Diannaa,1,Directed
Ged UK,Diannaa,1,Directed
Axl,Diannaa,1,Directed
Crohnie,Diannaa,1,Directed
Ronk01,Diannaa,1,Directed
Lothar von Richthofen,Diannaa,1,Directed
Littleolive oil,Diannaa,1,Directed
Canadian2006,Diannaa,1,Directed
Pedro,Diannaa,1,Directed
UpstateNYer,Diannaa,1,Directed
Pepper,Diannaa,1,Directed
AlexandrDmitri,Diannaa,1,Directed
SlimVirgin,Diannaa,1,Directed
Orlady,Diannaa,1,Directed
SuperHamster,Diannaa,1,Directed
Wizardman,Diannaa,1,Directed
Ret.Prof,Diannaa,1,Directed
Girlwithgreeneyes,Diannaa,1,Directed
SMasters,Diannaa,1,Directed
Aiken drum,Diannaa,1,Directed
wackywace,Diannaa,1,Directed
Vivio Testarossa,Diannaa,1,Directed
MJ94,Diannaa,1,Directed
,Diannaa,1,Directed
,Diannaa,-1,Directed
Vodello,Diannaa,-1,Directed
Mike411,Diannaa,-1,Directed
David Fuchs,Diannaa,-1,Directed
DGG,Diannaa,-1,Directed
Townlake,Diannaa,-1,Directed
HJ Mitchell,Diannaa,-1,Directed
Jclemens,Diannaa,-1,Directed
Toddst1,Diannaa,-1,Directed
Atmoz,Diannaa,-1,Directed
Buggie111,Eagles247,1,Directed
Mrmewe,Eagles247,1,Directed
Matty the Damned,Eagles247,1,Directed
NSD,Eagles247,1,Directed
Pharaoh of the Wizards,Eagles247,1,Directed
Fetchcomms,Eagles247,1,Directed
Pilif12p,Eagles247,1,Directed
Nomader,Eagles247,1,Directed
TTTSNB,Eagles247,1,Directed
Alpha Quadrant,Eagles247,1,Directed
Grsz11,Eagles247,1,Directed
Tide rolls,Eagles247,1,Directed
Casliber,Eagles247,1,Directed
Ktr101,Eagles247,1,Directed
OlEnglish,Eagles247,1,Directed
intelati,Eagles247,1,Directed
Stephen,Eagles247,1,Directed
Bad edits r dumb,Eagles247,1,Directed
Fridae'sDoom,Eagles247,1,Directed
Neutralhomer,Eagles247,1,Directed
Minimac,Eagles247,1,Directed
MarmadukePercy,Eagles247,1,Directed
WereSpielChequers,Eagles247,1,Directed
Bobrayner,Eagles247,1,Directed
Alzarian16,Eagles247,1,Directed
Boing! said Zebedee,Eagles247,1,Directed
Inka 888,Eagles247,1,Directed
Airplaneman,Eagles247,1,Directed
Keepscases,Eagles247,1,Directed
Shawn in Montreal,Eagles247,1,Directed
Fastily,Eagles247,1,Directed
Secret,Eagles247,1,Directed
Salvio giuliano,Eagles247,1,Directed
Tyrol5,Eagles247,1,Directed
Tommy2010,Eagles247,1,Directed
Mkativerata,Eagles247,1,Directed
Tnxman307,Eagles247,1,Directed
Wayne Olajuwon,Eagles247,1,Directed
Gigs,Eagles247,1,Directed
Derild4921,Eagles247,1,Directed
wiooiw,Eagles247,1,Directed
Connormah,Eagles247,1,Directed
Bearian,Eagles247,1,Directed
King of Hearts,Eagles247,1,Directed
VictorianMutant,Eagles247,1,Directed
S h i v a (Visnu),Eagles247,1,Directed
MJ94,Eagles247,1,Directed
Newyorkbrad,Eagles247,1,Directed
AlexiusHoratius,Eagles247,1,Directed
AniMate,Eagles247,1,Directed
Craftyminion,Eagles247,1,Directed
WFCforLife,Eagles247,1,Directed
Pichpich,Eagles247,1,Directed
JuneGloom07,Eagles247,1,Directed
Begoon,Eagles247,1,Directed
Quartermaster,Eagles247,1,Directed
Reyk,Eagles247,1,Directed
Acroterion,Eagles247,1,Directed
FeydHuxtable,Eagles247,1,Directed
Corruptcopper,Eagles247,1,Directed
Allmightyduck,Eagles247,1,Directed
Vodello,Eagles247,1,Directed
Panyd,Eagles247,1,Directed
The ed17,Eagles247,1,Directed
Lord Pistachio,Eagles247,1,Directed
Pedro,Eagles247,1,Directed
Courcelles,Eagles247,1,Directed
Giants27,Eagles247,1,Directed
Yankees10,Eagles247,1,Directed
28bytes,Eagles247,1,Directed
PMDrive1061,Eagles247,1,Directed
Hydroxonium,Eagles247,1,Directed
Jebus989,Eagles247,1,Directed
Polargeo,Eagles247,1,Directed
Aiken drum,Eagles247,1,Directed
RP459,Eagles247,1,Directed
Joe Decker,Eagles247,1,Directed
Atama,Eagles247,1,Directed
Pepper,Eagles247,1,Directed
Ultraexactzz,Eagles247,1,Directed
Wizardman,Eagles247,1,Directed
HJ Mitchell,Eagles247,1,Directed
Hokeman,Eagles247,1,Directed
White Shadows,Eagles247,1,Directed
Efcmagnew,Eagles247,1,Directed
PhilKnight,Eagles247,1,Directed
Nolelover,Eagles247,1,Directed
One,Eagles247,1,Directed
Arxiloxos,Eagles247,1,Directed
Tofutwitch11,Eagles247,1,Directed
Addihockey10,Eagles247,1,Directed
Beeblebrox,Eagles247,1,Directed
Gfoley4,Eagles247,1,Directed
Happysailor,Eagles247,1,Directed
Timotheus Canens,Eagles247,1,Directed
Slgrandson,Eagles247,1,Directed
Ret.Prof,Eagles247,1,Directed
Wifione,Eagles247,1,Directed
MC10,Eagles247,1,Directed
Dirtlawyer1,Eagles247,1,Directed
RevanFan,Eagles247,1,Directed
Axl,Eagles247,1,Directed
Notedgrant,Eagles247,1,Directed
Peter.C,Eagles247,1,Directed
The Utahraptor,Eagles247,1,Directed
Ace of Spades,Eagles247,1,Directed
ActivExpression,Eagles247,1,Directed
Dreadstar,Eagles247,1,Directed
Clementina,Eagles247,1,Directed
Ceoil,Eagles247,1,Directed
DARTH SIDIOUS 2,Eagles247,1,Directed
Giftiger wunsch,Eagles247,1,Directed
Ceranthor,Eagles247,1,Directed
Nations United,Eagles247,1,Directed
gonads3,Eagles247,1,Directed
Kudpung,Eagles247,1,Directed
Saebvn,Eagles247,1,Directed
7,Eagles247,1,Directed
TFOWR,Eagles247,1,Directed
Mikhailov Kusserow,Eagles247,1,Directed
Shadowjams,Eagles247,1,Directed
Modernist,Eagles247,1,Directed
Jusdafax,Eagles247,1,Directed
Netalarm,Eagles247,1,Directed
SoCalSuperEagle,Eagles247,1,Directed
Townlake,Eagles247,-1,Directed
Jclemens,Eagles247,-1,Directed
Mkativerata,Elen of the Roads,1,Directed
Airplaneman,Elen of the Roads,1,Directed
Secret,Elen of the Roads,1,Directed
Bobrayner,Elen of the Roads,1,Directed
DGG,Elen of the Roads,1,Directed
Looie496,Elen of the Roads,1,Directed
NSD,Elen of the Roads,1,Directed
Beeblebrox,Elen of the Roads,1,Directed
Gfoley4,Elen of the Roads,1,Directed
Eagles247,Elen of the Roads,1,Directed
Akhilleus,Elen of the Roads,1,Directed
RegentsPark,Elen of the Roads,1,Directed
Fetchcomms,Elen of the Roads,1,Directed
The Utahraptor,Elen of the Roads,1,Directed
28bytes,Elen of the Roads,1,Directed
Addihockey10,Elen of the Roads,1,Directed
intelati,Elen of the Roads,1,Directed
Tide rolls,Elen of the Roads,1,Directed
First Light,Elen of the Roads,1,Directed
PrincessofLlyr,Elen of the Roads,1,Directed
Inka 888,Elen of the Roads,1,Directed
Antandrus,Elen of the Roads,1,Directed
Hokeman,Elen of the Roads,1,Directed
John,Elen of the Roads,1,Directed
Johnuniq,Elen of the Roads,1,Directed
Master&Expert,Elen of the Roads,1,Directed
Cynwolfe,Elen of the Roads,1,Directed
Sluzzelin,Elen of the Roads,1,Directed
Courcelles,Elen of the Roads,1,Directed
Minimac,Elen of the Roads,1,Directed
Hi878,Elen of the Roads,1,Directed
Ktr101,Elen of the Roads,1,Directed
Drmies,Elen of the Roads,1,Directed
Kingpin13,Elen of the Roads,1,Directed
Stephen,Elen of the Roads,1,Directed
MarmadukePercy,Elen of the Roads,1,Directed
SpikeToronto,Elen of the Roads,1,Directed
Sjakkalle,Elen of the Roads,1,Directed
Bejinhan,Elen of the Roads,1,Directed
Bencherlite,Elen of the Roads,1,Directed
SoWhy,Elen of the Roads,1,Directed
Pedro,Elen of the Roads,1,Directed
Mike Cline,Elen of the Roads,1,Directed
Boing! said Zebedee,Elen of the Roads,1,Directed
Fridae'sDoom,Elen of the Roads,1,Directed
Pharaoh of the Wizards,Elen of the Roads,1,Directed
TFOWR,Elen of the Roads,1,Directed
Aiken drum,Elen of the Roads,1,Directed
Alzarian16,Elen of the Roads,1,Directed
DarkFalls,Elen of the Roads,1,Directed
Pepper,Elen of the Roads,1,Directed
White Shadows,Elen of the Roads,1,Directed
PhilKnight,Elen of the Roads,1,Directed
Haploidavey,Elen of the Roads,1,Directed
Plutonium27,Elen of the Roads,1,Directed
Panyd,Elen of the Roads,1,Directed
Ged UK,Elen of the Roads,1,Directed
Anthonyhcole,Elen of the Roads,1,Directed
Clementina,Elen of the Roads,1,Directed
Strange Passerby,Elen of the Roads,1,Directed
Off2riorob,Elen of the Roads,1,Directed
Ultraexactzz,Elen of the Roads,1,Directed
Ponyo,Elen of the Roads,1,Directed
Joe Decker,Elen of the Roads,1,Directed
Tryptofish,Elen of the Roads,1,Directed
HighKing,Elen of the Roads,1,Directed
Tnxman307,Elen of the Roads,1,Directed
Rd232,Elen of the Roads,1,Directed
DARTH SIDIOUS 2,Elen of the Roads,1,Directed
LindsayH,Elen of the Roads,1,Directed
Fastily,Elen of the Roads,1,Directed
Fainites,Elen of the Roads,1,Directed
E. Ripley,Elen of the Roads,1,Directed
Tyrol5,Elen of the Roads,1,Directed
Wayne Olajuwon,Elen of the Roads,1,Directed
Taelus,Elen of the Roads,1,Directed
Jarkeld,Elen of the Roads,1,Directed
Paul Erik,Elen of the Roads,1,Directed
Malke 2010,Elen of the Roads,1,Directed
Ajraddatz,Elen of the Roads,1,Directed
Matty the Damned,Elen of the Roads,1,Directed
Bishonen,Elen of the Roads,1,Directed
Rich Farmbrough,Elen of the Roads,1,Directed
Dreadstar,Elen of the Roads,1,Directed
Malleus Fatuorum,Elen of the Roads,1,Directed
Hobit,Elen of the Roads,1,Directed
MastCell,Elen of the Roads,1,Directed
Timotheus Canens,Elen of the Roads,1,Directed
RexxS,Elen of the Roads,1,Directed
MC10,Elen of the Roads,1,Directed
Newyorkbrad,Elen of the Roads,1,Directed
Epipelagic,Elen of the Roads,1,Directed
Special Cases,Elen of the Roads,1,Directed
Bibliomaniac15,Elen of the Roads,1,Directed
OlEnglish,Elen of the Roads,1,Directed
SlimVirgin,Elen of the Roads,1,Directed
SmokeyJoe,Elen of the Roads,1,Directed
Brianann MacAmhlaidh,Elen of the Roads,1,Directed
Keepscases,Elen of the Roads,1,Directed
J Milburn,Elen of the Roads,1,Directed
LessHeard vanU,Elen of the Roads,1,Directed
SarekOfVulcan,Elen of the Roads,1,Directed
SunCreator,Elen of the Roads,1,Directed
HJ Mitchell,Elen of the Roads,1,Directed
John Carter,Elen of the Roads,1,Directed
Modernist,Elen of the Roads,1,Directed
PhGustaf,Elen of the Roads,1,Directed
Rocksanddirt,Elen of the Roads,1,Directed
Starblind,Elen of the Roads,1,Directed
Balloonman,Elen of the Roads,1,Directed
Department of Redundancy Department,Elen of the Roads,1,Directed
Ceranthor,Elen of the Roads,1,Directed
IGeMiNix,Elen of the Roads,1,Directed
Nikkimaria,Elen of the Roads,1,Directed
Neutralhomer,Elen of the Roads,1,Directed
Tony Fox,Elen of the Roads,1,Directed
Sandstein,Elen of the Roads,1,Directed
Sven Manguard,Elen of the Roads,1,Directed
Axl,Elen of the Roads,1,Directed
Mathsci,Elen of the Roads,1,Directed
Mo ainm,Elen of the Roads,1,Directed
Mjroots,Elen of the Roads,1,Directed
Heimstern,Elen of the Roads,1,Directed
Seraphimblade,Elen of the Roads,1,Directed
EdJohnston,Elen of the Roads,1,Directed
SandyGeorgia,Elen of the Roads,1,Directed
Skinny87,Elen of the Roads,1,Directed
Iridescent,Elen of the Roads,1,Directed
Diego Grez,Elen of the Roads,1,Directed
Ronhjones,Elen of the Roads,1,Directed
Garion96,Elen of the Roads,1,Directed
Littleolive oil,Elen of the Roads,1,Directed
Casliber,Elen of the Roads,1,Directed
Diannaa,Elen of the Roads,1,Directed
Derild4921,Elen of the Roads,1,Directed
Deb,Elen of the Roads,1,Directed
Access Denied,Elen of the Roads,1,Directed
Campbell Drive,Elen of the Roads,1,Directed
wiooiw,Elen of the Roads,1,Directed
Majoreditor,Elen of the Roads,1,Directed
Reyk,Elen of the Roads,1,Directed
Phantomsteve,Elen of the Roads,1,Directed
Steven Walling,Elen of the Roads,1,Directed
Orlady,Elen of the Roads,1,Directed
Frank,Elen of the Roads,1,Directed
Xanthoxyl,Elen of the Roads,1,Directed
Grondemar,Elen of the Roads,1,Directed
Robofish,Elen of the Roads,1,Directed
The Blade of the Northern Lights,Elen of the Roads,1,Directed
Salvio giuliano,Elen of the Roads,1,Directed
Lothar von Richthofen,Elen of the Roads,1,Directed
Sphilbrick,Elen of the Roads,1,Directed
Strikerforce,Elen of the Roads,1,Directed
BOZ,Elen of the Roads,1,Directed
Jafeluv,Elen of the Roads,1,Directed
Dirtlawyer1,Elen of the Roads,1,Directed
Gwen Gale,Elen of the Roads,1,Directed
AlexandrDmitri,Elen of the Roads,1,Directed
RobertMfromLI,Elen of the Roads,1,Directed
Ncmvocalist,Elen of the Roads,1,Directed
Girlwithgreeneyes,Elen of the Roads,1,Directed
Ret.Prof,Elen of the Roads,1,Directed
Heimstern,Elen of the Roads,1,Directed
Jusdafax,Elen of the Roads,1,Directed
Bilby,Elen of the Roads,1,Directed
Wizardman,Elen of the Roads,1,Directed
Kansan,Elen of the Roads,1,Directed
Quartermaster,Elen of the Roads,1,Directed
Vodello,Elen of the Roads,1,Directed
Moonriddengirl,Elen of the Roads,1,Directed
Hullaballoo Wolfowitz,Elen of the Roads,1,Directed
Dwayne,Elen of the Roads,1,Directed
Seb az86556,Elen of the Roads,1,Directed
AniMate,Elen of the Roads,-1,Directed
Jonathunder,Elen of the Roads,-1,Directed
Wehwalt,Elen of the Roads,-1,Directed
David Fuchs,Elen of the Roads,-1,Directed
Townlake,Elen of the Roads,-1,Directed
Ronk01,Elen of the Roads,-1,Directed
Gimmetoo,Elen of the Roads,-1,Directed
Epbr123,Elen of the Roads,-1,Directed
Colonel Warden,Elen of the Roads,-1,Directed
Airplaneman,Elockid,1,Directed
NSD,Elockid,1,Directed
Dlohcierekim,Elockid,1,Directed
Keepscases,Elockid,1,Directed
RP459,Elockid,1,Directed
Tanthalas39,Elockid,1,Directed
White Shadows,Elockid,1,Directed
The C of E,Elockid,1,Directed
Shirik,Elockid,1,Directed
Jusdafax,Elockid,1,Directed
Fastily,Elockid,1,Directed
Connormah,Elockid,1,Directed
Buggie111,Elockid,1,Directed
RayAYang,Elockid,1,Directed
JoJo,Elockid,1,Directed
The High Fin Sperm Whale,Elockid,1,Directed
Themfromspace,Elockid,1,Directed
Ceranthor,Elockid,1,Directed
Laurinavicius,Elockid,1,Directed
OlEnglish,Elockid,1,Directed
Nick-D,Elockid,1,Directed
Mkativerata,Elockid,1,Directed
Ceoil,Elockid,1,Directed
Wisdom89,Elockid,1,Directed
Ktr101,Elockid,1,Directed
Fetchcomms,Elockid,1,Directed
Marek69,Elockid,1,Directed
DD2K,Elockid,1,Directed
Polargeo,Elockid,1,Directed
Andromedabluesphere440,Elockid,1,Directed
PhilKnight,Elockid,1,Directed
Minimac,Elockid,1,Directed
Edgarde,Elockid,1,Directed
Aiken drum,Elockid,1,Directed
December21st2012Freak,Elockid,1,Directed
Bradjamesbrown,Elockid,1,Directed
Reyk,Elockid,1,Directed
Stifle,Elockid,1,Directed
Mazca,Elockid,1,Directed
Taelus,Elockid,1,Directed
RadManCF,Elockid,1,Directed
SpacemanSpiff,Elockid,1,Directed
Hokeman,Elockid,1,Directed
Tim Song,Elockid,1,Directed
Wikireader41,Elockid,1,Directed
Newyorkbrad,Elockid,1,Directed
Doc Quintana,Elockid,1,Directed
Bejinhan,Elockid,1,Directed
Boing! said Zebedee,Elockid,1,Directed
Ottawa4ever,Elockid,1,Directed
Casliber,Elockid,1,Directed
Tnxman307,Elockid,1,Directed
Deskana,Elockid,1,Directed
N5iln,Elockid,1,Directed
BigDom,Elockid,1,Directed
Shadowjams,Elockid,1,Directed
Blanchardb,Elockid,1,Directed
Atama,Elockid,1,Directed
Dank,Elockid,1,Directed
RegentsPark,Elockid,1,Directed
Justin W Smith,Elockid,1,Directed
Pedro,Elockid,1,Directed
Cocytus,Elockid,1,Directed
Mike Cline,Elockid,1,Directed
Nirvana888,Elockid,1,Directed
A Stop at Willoughby,Elockid,1,Directed
Bearian,Elockid,1,Directed
Peter,Elockid,1,Directed
Ronhjones,Elockid,1,Directed
Ryan Postlethwaite,Elockid,1,Directed
Omirocksthisworld,Elockid,1,Directed
UpstateNYer,Elockid,1,Directed
Dwayne,Elockid,1,Directed
Theclerkswell,Elockid,1,Directed
Axl,Elockid,1,Directed
Fox,Elockid,1,Directed
Amorymeltzer,Elockid,1,Directed
Ret.Prof,Elockid,1,Directed
Mikhailov Kusserow,Elockid,1,Directed
Singlish speaker,Elockid,1,Directed
Tryptofish,Elockid,1,Directed
Valley2city,Elockid,1,Directed
MC10,Elockid,1,Directed
Jubileeclipman,Elockid,1,Directed
Wifione,Elockid,1,Directed
SamEV,Elockid,1,Directed
Gggh,Elockid,1,Directed
Eusebeus,Elockid,1,Directed
True Pagan Warrior,Elockid,1,Directed
AlexandrDmitri,Elockid,1,Directed
Kraftlos,Elockid,-1,Directed
Plutonium27,Elockid,-1,Directed
Nilotpal42,Elockid,-1,Directed
Colonel Warden,Elockid,-1,Directed
Atmoz,Elockid,-1,Directed
Brewcrewer,Elockid,-1,Directed
SluggoOne,Elockid,-1,Directed
Craftyminion,Elockid,-1,Directed
DGG,Elockid,-1,Directed
HJ Mitchell,Elockid,-1,Directed
OlEnglish,Eustress,1,Directed
Stephen B Streater,Eustress,1,Directed
Useight,Eustress,1,Directed
Flyguy649,Eustress,1,Directed
Dank,Eustress,1,Directed
Doc Quintana,Eustress,1,Directed
The High Fin Sperm Whale,Eustress,1,Directed
The Earwig,Eustress,1,Directed
Fetchcomms,Eustress,1,Directed
RadManCF,Eustress,1,Directed
Majoreditor,Eustress,1,Directed
,Eustress,1,Directed
Jclemens,Eustress,1,Directed
NSD,Eustress,1,Directed
Andromedabluesphere440,Eustress,1,Directed
Kraftlos,Eustress,1,Directed
Fastily,Eustress,1,Directed
Minimac,Eustress,1,Directed
Boing! said Zebedee,Eustress,1,Directed
Ktr101,Eustress,1,Directed
BigDom,Eustress,1,Directed
Rje,Eustress,1,Directed
GB fan,Eustress,1,Directed
Aiken drum,Eustress,1,Directed
Dlohcierekim,Eustress,1,Directed
Hive001,Eustress,1,Directed
White Shadows,Eustress,1,Directed
Cocytus,Eustress,1,Directed
Bradjamesbrown,Eustress,1,Directed
DGG,Eustress,1,Directed
Acalamari,Eustress,1,Directed
Mkativerata,Eustress,1,Directed
AniMate,Eustress,1,Directed
Wehwalt,Eustress,1,Directed
